CLS00499,95,10,8,0.4097073550563275
CLS01232,183,38,29,0.4103926972620351
CLS00393,317,239.5,67.5,0.1159061612426399
CLS01216,292,20,9,0.242063547117146
CLS01564,151,46.1666666666667,101.833333333333,0.9064591052261778
CLS00026,339,38,13,0.1597498004811633
CLS01355,195,99,15,0.07731267772568269
CLS00204,253,236.416666666667,207.583333333333,0.3121922389211404
CLS00972,419,57,14,0.09132244380647356
CLS00986,272,29,13,0.2431648672566094
CLS01722,44,3,2,0.2265999338827024
CLS01769,195,36.5,55.5,0.5819177433819538
CLS00278,249,72.1666666666667,46.8333333333333,0.2837158300878025
CLS01306,164,43,18,0.1606210182131267
CLS01491,802,324,121,0.1572538743852605
CLS01772,100,17,13,0.384399158439182
CLS01621,80,20,21,0.4060238521351294
CLS00126,480,228.5,49.5,0.1066288303245308
CLS01289,284,36,26,0.3174212676829601
CLS00889,270,20,24,0.3609114135354949
CLS00897,138,20.1666666666667,40.8333333333333,0.8353379198701761
CLS00404,204,90,14,0.09064301372402379
CLS00794,246,66,22,0.1240668440205033
CLS00781,214,5,12,0.9224234840958213
CLS00260,101,9,2,0.2097379074193851
CLS00155,232,10,5,0.2507079361565786
CLS00977,226,47,17,0.1735231772256462
CLS00608,370,53.5,27.5,0.2582184262590014
CLS01854,645,391.166666666667,182.833333333333,0.2238249122331868
CLS01781,380,75,22,0.1429995448670451
CLS00983,319,19,8,0.2277794257472945
CLS01001,652,51,45,0.4341230897214979
CLS00074,88,4,5,0.7207391194289599
CLS01054,271,31,23,0.3813924237423377
CLS00878,77,5,5,0.452120879765566
CLS01701,235,14,10,0.3685167124218284
CLS00264,178,3,6,0.9446991649131706
CLS00680,196,19,3,0.07721735357296941
CLS00559,442,128,73,0.2542452854243953
CLS01725,477,90.5,70.5,0.3696724391212629
CLS00478,216,65,32,0.274419738411587
CLS01113,229,67,16,0.2042565128639363
CLS00661,268,107,84,0.3340217555456413
CLS01186,429,110.5,37.5,0.1523567687956436
CLS00407,182,40,26,0.3457529305615196
CLS01413,309,54.5,22.5,0.183097767200384
CLS01711,218,54.6666666666667,17.3333333333333,0.1803437356950476
CLS00494,355,97.5,39.5,0.1871946897901529
CLS00270,219,23.5,23.5,0.442077172236914
CLS00784,165,8,8,0.4094479988697665
CLS01279,280,90,77,0.2867660484552508
CLS01325,79,5,2,0.2343480187691016
CLS00624,89,8,6,0.3424422119397352
CLS00013,234,102,32,0.1437713204393208
CLS01226,127,12,6,0.2541830058824737
CLS00218,152,40,32,0.3362119977407443
CLS00295,231,161,80,0.1846135938313253
CLS00382,199,56.1666666666667,31.8333333333333,0.2207358447665904
CLS01441,279,153.5,9.5,0.02284056911251963
CLS01133,117,30,5,0.09868251176085191
CLS01591,594,291.5,136.5,0.2063827024539719
CLS01577,236,23,7,0.09786258587656027
CLS00690,311,25,21,0.3500730491411353
CLS00518,211,44,17,0.2368395141625826
CLS00852,334,260.5,57.5,0.07072535408083308
CLS01400,145,32,13,0.1657363388232114
CLS01642,397,26,16,0.2727196658904258
CLS00049,275,42,27,0.24190162458513
CLS01847,94,5,6,0.240457181691929
CLS01796,573,123,60,0.2259552408490308
CLS01048,141,46,13,0.1467508587071256
CLS00170,197,42.5,25.5,0.2699654433070765
CLS00916,359,188,25,0.0646223792192096
CLS00712,178,13,16,0.5088899680650081
CLS01685,206,28,9,0.1884656045130489
CLS00469,479,250.5,82.5,0.1391553640172241
CLS01543,150,11,14,0.5248671903108186
CLS00777,340,42,21,0.1941266000836443
CLS00051,283,7,17,0.7162670087216892
CLS00297,332,249,33,0.0490158152171349
CLS01188,158,74,44,0.2415620797202276
CLS00320,329,27,23,0.3406216993764455
CLS01619,250,23.8333333333333,33.1666666666667,0.5057214242294477
CLS01275,85,9,10,0.8452289684609686
CLS00785,551,36,54,0.6539158425497775
CLS00185,637,1019.66666666667,74.3333333333333,0.03935974263195468
CLS00568,790,451.666666666667,155.333333333333,0.1480090584096327
CLS01130,245,66,23,0.1541600549199758
CLS01680,388,68.3333333333333,24.6666666666667,0.1511208622457116
CLS00328,283,238.5,111.5,0.1952586564638927
CLS01086,666,476,44,0.03875207295877928
CLS01175,583,109,87,0.3891035276288669
CLS00892,104,8,6,0.3569331726288963
CLS01472,231,61,15,0.135644372007948
CLS01542,156,74,33,0.2619125213452739
CLS00841,212,85,25,0.1328920395511518
CLS00506,449,337.833333333333,299.166666666667,0.3578106251871741
CLS00519,175,28,11,0.17559586552637
CLS01041,492,276.5,102.5,0.1709030494496049
CLS00220,649,173.5,49.5,0.1416180623952939
CLS01538,247,167.5,74.5,0.1949715393783555
CLS00875,288,65,62,0.4056845315228859
CLS00237,101,11,1,0.05602162221017239
CLS01035,87,1,2,0.5678527674286176
CLS01055,291,107,40,0.1599613118832871
CLS00811,1033,457,242,0.2208079661176875
CLS01132,523,289,51,0.07308828650992916
CLS01490,311,64,47,0.3337768055430714
CLS01108,217,13,28,0.9072029489664593
CLS00778,234,21.6666666666667,80.3333333333333,1.193347430792
CLS01319,170,44.5,43.5,0.3820850473479321
CLS00746,236,61,121,0.4749298800527045
CLS01235,162,60,62,0.3506073684490318
CLS01812,225,83,31,0.161047391348307
CLS01476,205,56,14,0.1174891306279437
CLS01081,171,119.5,47.5,0.1548742401479835
CLS00474,560,257.666666666667,132.333333333333,0.2200142742445485
CLS00871,551,59,56,0.3776710929711538
CLS00876,201,18,32,0.725532603271325
CLS00301,419,52,31,0.3005169966918661
CLS01223,245,59.5,49.5,0.3428051972895326
CLS00578,201,144,32,0.08398265909898646
CLS00128,181,8,11,0.5312717385228016
CLS00584,238,484.5,122.5,0.1074366243833116
CLS00423,123,33,12,0.1360287837313464
CLS01271,459,77,21,0.1616812113035604
CLS01202,363,136,59,0.2069206752160032
CLS00763,426,152.083333333333,199.916666666667,0.3980978711310127
CLS01762,496,73.0833333333333,119.916666666667,0.5535561602015406
CLS01407,168,32.5,16.5,0.216974571330372
CLS01811,299,200.5,66.5,0.119852029084697
CLS01385,337,157.25,86.75,0.2286082768256095
CLS00385,385,300.5,71.5,0.09653216248534867
CLS01697,528,80.25,55.5,0.3001006912510285
CLS01354,126,36,6,0.0800106565152906
CLS00662,210,60,35,0.2287529683013752
CLS00790,146,44.3333333333333,20.6666666666667,0.1580674371204894
CLS00744,752,76.5,100.5,0.4751442987682615
CLS00799,388,262.166666666667,106.833333333333,0.1514100104554497
CLS01684,194,28,21,0.3367417553533808
CLS01117,235,41.5,23.5,0.2408060561251012
CLS00660,174,61,18,0.1104325344540387
CLS00251,98,6,2,0.1504431531236914
CLS00886,206,24.25,40.5,0.5104775082269131
CLS01227,262,19,16,0.5105315673649838
CLS00551,447,117,44,0.1612928959071882
CLS00603,84,7,10,0.8793803891445191
CLS00505,268,194.166666666667,58.8333333333333,0.1192700001573744
CLS01310,1040,267,185,0.3391075958222836
CLS00583,345,821.916666666667,187.083333333333,0.09035615463820811
CLS01414,172,52,21,0.1904084172868949
CLS01280,480,80.5,70.5,0.3576276735733346
CLS01347,450,40,44,0.621357087773697
CLS00819,43,3,2,0.276716086586421
CLS01366,376,28,3,0.0575402560922496
CLS01793,450,91,28,0.1456078434670906
CLS00248,102,5,2,0.1639165986851249
CLS01273,201,28.5,26.5,0.3199974440660909
CLS00869,582,54,38,0.3049226906064153
CLS00068,453,24.4166666666667,29.5833333333333,0.318536380340546
CLS01234,486,288,47,0.07420003991095427
CLS00890,479,33,45,0.7048022018493089
CLS01345,282,42,20,0.2298153818906599
CLS00169,303,83,79,0.3616910778915695
CLS01372,447,297,72,0.1144875764698074
CLS00079,180,5,12,1.00071945212674
CLS01281,337,31,49,0.6114546786496122
CLS00622,260,90,31,0.1757822501426593
CLS01819,687,126.833333333333,64.1666666666667,0.2403313214470852
CLS00796,671,233,100,0.1810798976853276
CLS01531,73,10,10,0.5371442357286074
CLS00721,679,224,88,0.1685348154539441
CLS01798,148,9,10,0.5205678771914708
CLS00495,183,42,16,0.137571113792333
CLS01647,949,327.25,417.75,0.3800128283778718
CLS01072,269,75,15,0.07523249474605713
CLS01259,303,83,30,0.1311553776534724
CLS00360,536,562.333333333333,199.666666666667,0.1709325855007865
CLS00122,719,214,116,0.2473566829824076
CLS00810,757,72.5,88.5,0.4862741176324223
CLS01011,148,21.5,21.5,0.3135313908688955
CLS01550,496,42,36,0.3909147244147821
CLS00443,480,199,54,0.1281059288831911
CLS00353,316,412,70,0.07954666591369251
CLS01533,177,44.6666666666667,102.333333333333,0.8496362252429225
CLS00252,277,20,7,0.2679031554143874
CLS00921,324,146,29,0.1067934914705298
CLS01386,339,121,43,0.1712504755314021
CLS01330,395,129.5,63.5,0.2313919673429733
CLS01381,112,24,11,0.3194242980043717
CLS00534,883,1135.25,319.75,0.1133646126509424
CLS00143,388,125,60,0.2328766694914016
CLS00289,432,73.5,69.5,0.2890472999836969
CLS00987,298,61.1666666666667,33.8333333333333,0.2961069704958165
CLS00786,64,10,5,0.2911467482919839
CLS01311,388,83.8333333333333,66.1666666666667,0.3510149212030755
CLS01654,540,216,35,0.07207904273894412
CLS00560,293,39,7,0.1263784556181944
CLS01496,365,340.166666666667,166.833333333333,0.1923086998048895
CLS00209,353,161,35,0.109014847235891
CLS01249,520,158,37,0.1124445074693901
CLS01469,389,237.166666666667,142.833333333333,0.2570766065621338
CLS00795,303,95.5,41.5,0.1846611436339082
CLS01618,318,20,30,0.679237576303826
CLS00607,194,17,11,0.2883379403205319
CLS01424,265,62.0833333333333,62.9166666666667,0.3589614505913405
CLS00217,423,93.75,91.25,0.3338072569942633
CLS00236,139,34,5,0.06989404518602857
CLS00428,74,2,3,0.6205556186660433
CLS01065,248,14,17,0.4081644602528194
CLS01775,338,138.5,61.5,0.1962721691848473
CLS00748,306,131,33,0.1049204004870425
CLS00828,419,219,29,0.05798774453292806
CLS00061,185,14,27,0.7359327746704764
CLS00541,375,55,27,0.2184719960802305
CLS00849,185,23,18,0.4420899624587939
CLS01120,269,24,24,0.5040937577556204
CLS01015,468,161.833333333333,151.166666666667,0.3438169023370926
CLS00486,398,25,12,0.3010760615260537
CLS01071,91,7,4,0.1951399002862701
CLS00249,208,27,6,0.09388032594253061
CLS01327,96,7,7,0.6738131516600275
CLS00050,181,18,8,0.1417389993458957
CLS01043,105,56.5,13.5,0.1001887314798373
CLS01537,598,456.583333333333,146.416666666667,0.177202242505131
CLS01096,328,60,32,0.2292211801474166
CLS01629,264,70,18,0.1115990472513174
CLS00679,216,16,8,0.2334694568902487
CLS01744,64,3,7,0.63255365103804
CLS00817,271,101,26,0.1282411162464271
CLS01806,250,38,15,0.1983345494367159
CLS01750,883,157,50,0.1542026128035759
CLS01307,161,24,43,0.691006037821382
CLS01382,223,59.5,24.5,0.1572187194413112
CLS01316,490,235.5,129.5,0.2186385094812858
CLS01505,302,99,35,0.2040955626831807
CLS00793,369,25,19,0.3098054393419844
CLS00208,457,72,43,0.3079735235171514
CLS01067,346,38,7,0.09348377056583147
CLS00076,40,2,4,1.972813104495533
CLS01571,255,66.1666666666667,81.8333333333333,0.5655912029696989
CLS00184,151,114.166666666667,137.833333333333,0.4828985605104534
CLS01350,322,116,32,0.1295689257276224
CLS01411,251,36,19,0.2907936191447593
CLS01754,660,117,68,0.2638256555861659
CLS01627,173,39,11,0.1824805124416281
CLS01284,289,33,18,0.2384111827100021
CLS00038,308,40,27,0.2351389189457231
CLS00830,361,32,44,0.639306077546739
CLS00724,308,26,31,0.4545862936375796
CLS00304,602,668.5,133.5,0.09340500759896833
CLS01178,289,24,13,0.2921429703618771
CLS00004,166,11,4,0.1881552176276367
CLS01746,469,46.1666666666667,83.8333333333333,0.5285752591139217
CLS01078,183,10,10,0.3882459206507737
CLS01601,141,41,19,0.2412799737619283
CLS01387,371,213,132,0.2997036121580351
CLS00837,631,232.666666666667,254.333333333333,0.3962225797400362
CLS00137,252,25,19,0.3268530684597059
CLS01843,567,99,28,0.1552183386640417
CLS01794,229,51,13,0.1244620613721017
CLS00036,432,41,43,0.4671141757946934
CLS01064,265,37,27,0.3281465783762132
CLS01429,457,99,44,0.1543909650419832
CLS00274,313,11,7,0.2672753662583622
CLS00402,427,133,47,0.1765732627086293
CLS00183,373,297,75,0.1221318092154249
CLS01176,574,283.833333333333,178.166666666667,0.2677704765915538
CLS00906,407,97,58,0.2157815450226118
CLS00326,440,1146.83333333333,644.166666666667,0.2409260729060415
CLS00029,470,166.833333333333,151.916666666667,0.3536679971215447
CLS01039,253,26,18,0.2564211804491849
CLS00033,666,88,87,0.323157046081216
CLS01182,490,53,32,0.3200044260615243
CLS00007,422,84,84,0.4295539020025961
CLS00881,286,31,25,0.4166203135019507
CLS00681,95,17,0,0
CLS01742,290,19,13,0.2295955914410412
CLS00529,84,17,5,0.2418795714733389
CLS00048,279,22.5,25.5,0.448235476055833
CLS00602,185,27,24,0.4352077384134079
CLS01057,446,36,63,0.8656073505605365
CLS00798,145,83,67,0.3119862170517506
CLS01380,209,70,24,0.1533085312438311
CLS00520,378,39,19,0.3247378855846739
CLS00634,409,164.166666666667,124.833333333333,0.35184286124014
CLS01487,659,259.166666666667,91.8333333333333,0.1382124720362453
CLS01288,115,10,19,0.6066418461455286
CLS00299,252,30,16,0.3380274106000018
CLS01657,478,217.5,68.5,0.12240285358725
CLS00070,82,2,6,1.137506230453495
CLS00309,693,89.5,19.5,0.1020244155213322
CLS01371,438,232,57,0.1181945812093402
CLS00099,148,20,9,0.150213822353461
CLS00879,784,187,110,0.3228946208430546
CLS00394,335,285.5,185.5,0.2932748316009313
CLS01314,653,455.166666666667,260.833333333333,0.1892052478374615
CLS00747,244,72.5,28.5,0.1503222728751504
CLS01615,354,23,18,0.4305906246315968
CLS00203,408,252.583333333333,118.416666666667,0.1941617914284929
CLS01552,188,7,12,0.6098712583413468
CLS01260,74,12,3,0.1297135514526199
CLS00719,233,55,7,0.06481307022012896
CLS00429,324,45,12,0.1293888578889295
CLS00524,116,15,7,0.2927267628681599
CLS00701,513,63.1666666666667,51.8333333333333,0.4074745488133925
CLS01201,163,29,11,0.1704868082405204
CLS00626,241,93.9166666666667,88.0833333333333,0.4022674716745158
CLS00720,419,77.8333333333333,46.1666666666667,0.1963454054879936
CLS00285,248,29,15,0.1662383102429107
CLS01037,719,164,37,0.1198315403982766
CLS01305,557,61,78,0.5169645496017455
CLS00034,182,13,7,0.1982977360749902
CLS00697,201,18,8,0.2166852735543321
CLS00975,286,17,15,0.3722333255293568
CLS00477,192,26,11,0.2022177044540284
CLS00818,301,65,27,0.1698464972233345
CLS01392,210,12,5,0.1767852652751613
CLS01220,133,7,3,0.1713024264782993
CLS01183,328,49.5,42.5,0.3931761463989458
CLS01091,429,204.833333333333,190.166666666667,0.3790766991497801
CLS01199,496,194.166666666667,138.833333333333,0.2737368024967067
CLS01060,292,62,60,0.4186168242257302
CLS00384,117,45.75,30.25,0.1839826832015402
CLS00788,420,155.5,41.5,0.1229069528254376
CLS00918,200,123,75,0.2359152884019816
CLS00472,182,22,10,0.2338635161592423
CLS00539,613,109,121,0.3273400207958836
CLS01751,136,23,13,0.3468427628401066
CLS01779,383,114,31,0.1104326376968873
CLS00100,185,35,40,0.3535926602857876
CLS01832,587,63.5,62.5,0.4478282615326801
CLS01613,147,31,24,0.2753374446774364
CLS01370,413,123,49,0.1521802282349806
CLS01189,427,251,99,0.161492563982596
CLS00331,130,17.5,10.5,0.2867541074804648
CLS01027,456,51,39,0.3525575539917316
CLS01532,104,12,9,0.2079758609781625
CLS00843,105,37.5,10.5,0.154522900766436
CLS01553,56,3,1,0.1299654636519966
CLS00675,398,151.666666666667,107.333333333333,0.228932230261175
CLS00232,353,134.5,39.5,0.1416472773839493
CLS00546,749,280,122,0.1943909125303566
CLS01066,841,66,28,0.2273820275622343
CLS01724,171,12,10,0.3211246708487659
CLS01073,455,81,30,0.2013852701786021
CLS01623,189,67.5,17.5,0.1125934849253616
CLS00263,132,7,4,0.4738465307249515
CLS00887,160,9,15,0.6311715099942571
CLS01342,629,383.5,109.5,0.1292150096545863
CLS01681,418,105.5,66.5,0.2817170243812011
CLS00161,539,148,22,0.09248928748496943
CLS00213,560,235.5,95.5,0.1729813813618821
CLS01458,837,154.5,39.5,0.1283509182681088
CLS00998,643,377,139,0.1794044153267356
CLS00912,311,115,37,0.1159243976696625
CLS01656,132,72,25,0.1382785807180882
CLS00731,848,109,53,0.261815004844101
CLS00325,343,996.5,375.5,0.1454755999441035
CLS00792,413,24.5,37.5,0.5048727017585503
CLS00651,496,118,33,0.1333800372129785
CLS01640,498,30.5,35.5,0.3416355822405818
CLS01650,459,180.166666666667,69.8333333333333,0.1394715886703799
CLS01109,119,56,11,0.08798599372021451
CLS00611,194,40,40,0.3840850664091942
CLS00962,270,125.666666666667,48.3333333333333,0.157805343039962
CLS00444,488,177,70,0.1905437004269853
CLS00424,459,86.5,43.5,0.2500787105137169
CLS00253,93,4,1,0.1596692382734629
CLS01074,238,36,10,0.108222001250055
CLS00543,801,744.5,286.5,0.1565454381694837
CLS01813,180,88,110,0.5206378291982136
CLS01859,562,405,326,0.3456994672996658
CLS01620,321,17,47,0.8881426925152033
CLS00708,239,23,16,0.3916600933825856
CLS01277,305,95,31,0.1546339350138236
CLS01309,212,48.3333333333333,52.6666666666667,0.3920913682554875
CLS00174,624,272,44,0.08365858794261662
CLS00102,188,76.5,14.5,0.08018503496884918
CLS00610,566,165.333333333333,83.6666666666667,0.2241114362415809
CLS01421,930,798.666666666667,216.333333333333,0.1186389222996575
CLS01485,149,51.5,22.5,0.1648823395324325
CLS01021,356,47,27,0.2140117375159633
CLS01818,418,66,26,0.1767341860234427
CLS01830,328,46,13,0.1272456685408177
CLS01467,239,205.666666666667,117.333333333333,0.1988923533580119
CLS01710,220,93,44,0.2118024119162312
CLS00073,1176,127,125,0.4528925243684961
CLS01644,284,164,119,0.1538916124119514
CLS00254,114,8,5,0.2639340889697697
CLS00840,265,88,43,0.2211711299421451
CLS01492,104,11,2,0.06919349935827561
CLS01777,121,24,12,0.2371559814750362
CLS00292,362,47,21,0.138320052609338
CLS00698,176,12,7,0.3465143626298015
CLS01651,258,111.833333333333,80.1666666666667,0.2774460071790643
